,Model,Accuracy mean %,Precision mean %,Recall mean %,F1 Score mean %,Features
1727,Decision Tree,73.42528736,70.23876858,73.84615385,71.7333969,"['sex', 'chol', 'restecg', 'exang', 'slope']"
1728,Decision Tree,78.82758621,80.42585193,72.58241758,75.09155886,"['sex', 'chol', 'restecg', 'exang', 'ca']"
1729,Decision Tree,71.73563218,70.50207064,69.23076923,69.13167913,"['sex', 'chol', 'restecg', 'exang', 'thal']"
1730,Decision Tree,69.3908046,69.26029526,60.6043956,64.09529781,"['sex', 'chol', 'restecg', 'oldpeak', 'slope']"
1731,Decision Tree,79.47126437,82.11283161,71.64835165,75.84606642,"['sex', 'chol', 'restecg', 'oldpeak', 'ca']"
1732,Decision Tree,76.45977011,76.96416084,70.10989011,73.05331949,"['sex', 'chol', 'restecg', 'oldpeak', 'thal']"
1733,Decision Tree,77.47126437,80.02797203,69.50549451,73.75793302,"['sex', 'chol', 'restecg', 'slope', 'ca']"
1734,Decision Tree,70.37931034,69.20361896,68.79120879,68.08817295,"['sex', 'chol', 'restecg', 'slope', 'thal']"
1735,Decision Tree,78.87356322,80.78843379,71.15384615,75.13071328,"['sex', 'chol', 'restecg', 'ca', 'thal']"
1736,Decision Tree,73.77011494,77.31826507,63.51648352,68.95146705,"['sex', 'chol', 'thalach', 'exang', 'oldpeak']"
1737,Decision Tree,67.70114943,68.5454823,59.83516484,62.18536813,"['sex', 'chol', 'thalach', 'exang', 'slope']"
1738,Decision Tree,76.10344828,77.19305694,70.27472527,72.29192289,"['sex', 'chol', 'thalach', 'exang', 'ca']"
1739,Decision Tree,74.45977011,74.61206849,69.50549451,71.34051778,"['sex', 'chol', 'thalach', 'exang', 'thal']"
1740,Decision Tree,73.06896552,78.72176435,61.97802198,67.69542933,"['sex', 'chol', 'thalach', 'oldpeak', 'slope']"
1741,Decision Tree,77.48275862,77.81639929,74.61538462,74.85148379,"['sex', 'chol', 'thalach', 'oldpeak', 'ca']"
1742,Decision Tree,77.17241379,78.13653014,70.98901099,74.10411314,"['sex', 'chol', 'thalach', 'oldpeak', 'thal']"
1743,Decision Tree,76.48275862,77.11464851,72.47252747,73.83628062,"['sex', 'chol', 'thalach', 'slope', 'ca']"
1744,Decision Tree,75.12643678,75.63587801,69.50549451,71.82586576,"['sex', 'chol', 'thalach', 'slope', 'thal']"
1745,Decision Tree,78.82758621,81.18166556,71.7032967,75.3643088,"['sex', 'chol', 'thalach', 'ca', 'thal']"
1746,Decision Tree,71.09195402,79.59505772,52.52747253,62.03509862,"['sex', 'chol', 'exang', 'oldpeak', 'slope']"
1747,Decision Tree,80.18390805,81.36828449,74.72527473,77.02112431,"['sex', 'chol', 'exang', 'oldpeak', 'ca']"
1748,Decision Tree,76.8045977,77.35110723,70.87912088,73.54892389,"['sex', 'chol', 'exang', 'oldpeak', 'thal']"
1749,Decision Tree,79.86206897,80.13603064,75.54945055,76.78436838,"['sex', 'chol', 'exang', 'slope', 'ca']"
1750,Decision Tree,74.7816092,74.91865079,70.16483516,72.04123677,"['sex', 'chol', 'exang', 'slope', 'thal']"
1751,Decision Tree,82.54022989,84.37545788,76.86813187,80.13663004,"['sex', 'chol', 'exang', 'ca', 'thal']"
1752,Decision Tree,79.47126437,81.7953713,71.64835165,75.85177785,"['sex', 'chol', 'oldpeak', 'slope', 'ca']"
1753,Decision Tree,77.14942529,78.36820124,70.10989011,73.59995981,"['sex', 'chol', 'oldpeak', 'slope', 'thal']"
1754,Decision Tree,80.54022989,79.74042624,77.63736264,78.30728671,"['sex', 'chol', 'oldpeak', 'ca', 'thal']"
1755,Decision Tree,77.48275862,78.52486729,71.86813187,73.874693,"['sex', 'chol', 'slope', 'ca', 'thal']"
1756,Decision Tree,69.73563218,72.58169935,60.43956044,64.21185613,"['sex', 'fbs', 'restecg', 'thalach', 'exang']"
1757,Decision Tree,74.42528736,80.55992618,62.69230769,68.93303616,"['sex', 'fbs', 'restecg', 'thalach', 'oldpeak']"
1758,Decision Tree,70.04597701,75.75369797,59.12087912,64.35146024,"['sex', 'fbs', 'restecg', 'thalach', 'slope']"
1759,Decision Tree,74.09195402,72.8672757,74.56043956,72.50647166,"['sex', 'fbs', 'restecg', 'thalach', 'ca']"
1760,Decision Tree,77.11494253,80.42306305,68.57142857,73.35375414,"['sex', 'fbs', 'restecg', 'thalach', 'thal']"
1761,Decision Tree,71.74712644,79.63979076,54.67032967,63.37870863,"['sex', 'fbs', 'restecg', 'exang', 'oldpeak']"
1762,Decision Tree,74.09195402,71.3576497,73.84615385,72.20747097,"['sex', 'fbs', 'restecg', 'exang', 'slope']"
1763,Decision Tree,77.83908046,76.76844071,76.92307692,75.21825288,"['sex', 'fbs', 'restecg', 'exang', 'ca']"
1764,Decision Tree,71.37931034,69.60681115,70.6043956,69.21524837,"['sex', 'fbs', 'restecg', 'exang', 'thal']"
1765,Decision Tree,71.40229885,73.07400932,61.26373626,65.92150812,"['sex', 'fbs', 'restecg', 'oldpeak', 'slope']"
1766,Decision Tree,77.13793103,78.11405261,70.93406593,73.83663463,"['sex', 'fbs', 'restecg', 'oldpeak', 'ca']"
1767,Decision Tree,78.13793103,79.91924742,70.87912088,74.71522426,"['sex', 'fbs', 'restecg', 'oldpeak', 'thal']"
1768,Decision Tree,76.44827586,77.5272897,73.2967033,73.30472434,"['sex', 'fbs', 'restecg', 'slope', 'ca']"
1769,Decision Tree,76.77011494,77.56080766,73.13186813,74.0430494,"['sex', 'fbs', 'restecg', 'slope', 'thal']"
1770,Decision Tree,78.82758621,74.91987179,82.63736264,78.32686524,"['sex', 'fbs', 'restecg', 'ca', 'thal']"
1771,Decision Tree,73.77011494,77.31826507,63.51648352,68.95146705,"['sex', 'fbs', 'thalach', 'exang', 'oldpeak']"
1772,Decision Tree,68.36781609,69.44067371,60.54945055,63.14307306,"['sex', 'fbs', 'thalach', 'exang', 'slope']"
1773,Decision Tree,78.45977011,80.99536575,71.64835165,75.11034939,"['sex', 'fbs', 'thalach', 'exang', 'ca']"
1774,Decision Tree,74.10344828,79.10760073,65.05494505,68.94281274,"['sex', 'fbs', 'thalach', 'exang', 'thal']"
1775,Decision Tree,73.06896552,78.72176435,61.97802198,67.69542933,"['sex', 'fbs', 'thalach', 'oldpeak', 'slope']"
1776,Decision Tree,77.48275862,77.81639929,74.61538462,74.85148379,"['sex', 'fbs', 'thalach', 'oldpeak', 'ca']"
1777,Decision Tree,74.79310345,74.23629067,71.53846154,72.30542958,"['sex', 'fbs', 'thalach', 'oldpeak', 'thal']"
1778,Decision Tree,77.12643678,75.18766373,78.95604396,76.03847711,"['sex', 'fbs', 'thalach', 'slope', 'ca']"
1779,Decision Tree,77.47126437,75.36109724,76.75824176,75.77821565,"['sex', 'fbs', 'thalach', 'slope', 'thal']"
1780,Decision Tree,79.82758621,81.7285631,73.84615385,76.89607149,"['sex', 'fbs', 'thalach', 'ca', 'thal']"
1781,Decision Tree,71.43678161,78.07720058,54.06593407,63.35590062,"['sex', 'fbs', 'exang', 'oldpeak', 'slope']"
1782,Decision Tree,81.18390805,82.95919358,75.43956044,78.09804739,"['sex', 'fbs', 'exang', 'oldpeak', 'ca']"
1783,Decision Tree,75.7816092,77.6958042,67.25274725,71.53015592,"['sex', 'fbs', 'exang', 'oldpeak', 'thal']"
1784,Decision Tree,83.1954023,81.48447386,82.69230769,81.73105132,"['sex', 'fbs', 'exang', 'slope', 'ca']"
1785,Decision Tree,77.47126437,77.91071429,73.84615385,75.12825055,"['sex', 'fbs', 'exang', 'slope', 'thal']"
1786,Decision Tree,82.87356322,84.51831502,77.58241758,80.55534925,"['sex', 'fbs', 'exang', 'ca', 'thal']"
1787,Decision Tree,77.13793103,78.19097569,70.93406593,73.89410589,"['sex', 'fbs', 'oldpeak', 'slope', 'ca']"
1788,Decision Tree,73.11494253,71.87046287,68.73626374,69.94536767,"['sex', 'fbs', 'oldpeak', 'slope', 'thal']"
1789,Decision Tree,80.87356322,80.38328338,77.63736264,78.34721804,"['sex', 'fbs', 'oldpeak', 'ca', 'thal']"
1790,Decision Tree,78.47126437,76.21646736,78.95604396,77.0798212,"['sex', 'fbs', 'slope', 'ca', 'thal']"
1791,Decision Tree,73.77011494,77.31826507,63.51648352,68.95146705,"['sex', 'restecg', 'thalach', 'exang', 'oldpeak']"
1792,Decision Tree,67.35632184,67.42386698,59.83516484,62.1821223,"['sex', 'restecg', 'thalach', 'exang', 'slope']"
1793,Decision Tree,78.8045977,81.20369908,72.41758242,75.55369915,"['sex', 'restecg', 'thalach', 'exang', 'ca']"
1794,Decision Tree,74.09195402,78.36750749,64.94505495,68.92775743,"['sex', 'restecg', 'thalach', 'exang', 'thal']"
1795,Decision Tree,73.06896552,78.72176435,61.97802198,67.69542933,"['sex', 'restecg', 'thalach', 'oldpeak', 'slope']"
1796,Decision Tree,77.48275862,77.81639929,74.61538462,74.85148379,"['sex', 'restecg', 'thalach', 'oldpeak', 'ca']"
1797,Decision Tree,75.8045977,76.08202827,72.30769231,73.65504538,"['sex', 'restecg', 'thalach', 'oldpeak', 'thal']"
1798,Decision Tree,77.12643678,75.18766373,78.95604396,76.03847711,"['sex', 'restecg', 'thalach', 'slope', 'ca']"
1799,Decision Tree,77.11494253,80.42306305,68.57142857,73.35375414,"['sex', 'restecg', 'thalach', 'slope', 'thal']"
1800,Decision Tree,79.16091954,79.9785631,73.84615385,76.36576846,"['sex', 'restecg', 'thalach', 'ca', 'thal']"
1801,Decision Tree,71.77011494,78.79148629,54.06593407,63.52906079,"['sex', 'restecg', 'exang', 'oldpeak', 'slope']"
1802,Decision Tree,81.18390805,82.95919358,75.43956044,78.09804739,"['sex', 'restecg', 'exang', 'oldpeak', 'ca']"
1803,Decision Tree,76.44827586,78.23626374,67.96703297,72.35945214,"['sex', 'restecg', 'exang', 'oldpeak', 'thal']"
1804,Decision Tree,83.1954023,81.48447386,82.69230769,81.73105132,"['sex', 'restecg', 'exang', 'slope', 'ca']"
1805,Decision Tree,77.10344828,77.90963203,72.25274725,74.29044723,"['sex', 'restecg', 'exang', 'slope', 'thal']"
1806,Decision Tree,82.54022989,84.00549451,77.58241758,80.32742902,"['sex', 'restecg', 'exang', 'ca', 'thal']"
1807,Decision Tree,77.13793103,78.19097569,70.93406593,73.89410589,"['sex', 'restecg', 'oldpeak', 'slope', 'ca']"
1808,Decision Tree,77.79310345,79.62631813,70.10989011,74.09519791,"['sex', 'restecg', 'oldpeak', 'slope', 'thal']"
1809,Decision Tree,79.54022989,78.95471195,76.20879121,76.91864662,"['sex', 'restecg', 'oldpeak', 'ca', 'thal']"
1810,Decision Tree,77.13793103,74.96646736,77.52747253,75.74648787,"['sex', 'restecg', 'slope', 'ca', 'thal']"
1811,Decision Tree,73.42528736,77.13644689,62.74725275,68.40798879,"['sex', 'thalach', 'exang', 'oldpeak', 'slope']"
1812,Decision Tree,79.82758621,80.71194084,75.43956044,76.89844878,"['sex', 'thalach', 'exang', 'oldpeak', 'ca']"
1813,Decision Tree,72.77011494,75.69558138,65,68.65853252,"['sex', 'thalach', 'exang', 'oldpeak', 'thal']"
1814,Decision Tree,81.17241379,82.12087912,76.86813187,78.7115125,"['sex', 'thalach', 'exang', 'slope', 'ca']"
1815,Decision Tree,74.10344828,79.10760073,65.05494505,68.94281274,"['sex', 'thalach', 'exang', 'slope', 'thal']"
1816,Decision Tree,80.83908046,81.496337,76.04395604,78.41591091,"['sex', 'thalach', 'exang', 'ca', 'thal']"
1817,Decision Tree,77.48275862,77.36868687,74.61538462,74.81969324,"['sex', 'thalach', 'oldpeak', 'slope', 'ca']"
1818,Decision Tree,74.79310345,74.23629067,71.53846154,72.30542958,"['sex', 'thalach', 'oldpeak', 'slope', 'thal']"
1819,Decision Tree,78.16091954,77.83566434,73.95604396,75.14791415,"['sex', 'thalach', 'oldpeak', 'ca', 'thal']"
1820,Decision Tree,79.50574713,81.48935786,73.18681319,76.23886847,"['sex', 'thalach', 'slope', 'ca', 'thal']"
1821,Decision Tree,81.18390805,82.5703047,75.43956044,78.08405439,"['sex', 'exang', 'oldpeak', 'slope', 'ca']"
1822,Decision Tree,75.77011494,77.87151737,66.42857143,71.22941721,"['sex', 'exang', 'oldpeak', 'slope', 'thal']"
1823,Decision Tree,81.20689655,80.86263736,78.2967033,79.27847108,"['sex', 'exang', 'oldpeak', 'ca', 'thal']"
1824,Decision Tree,81.51724138,83.47069597,75.38461538,78.78896748,"['sex', 'exang', 'slope', 'ca', 'thal']"
1825,Decision Tree,79.51724138,78.78071928,75.43956044,76.12344182,"['sex', 'oldpeak', 'slope', 'ca', 'thal']"
1826,Decision Tree,73.79310345,72.23294026,73.9010989,72.23917346,"['cp', 'trestbps', 'chol', 'fbs', 'restecg']"
1827,Decision Tree,73.73563218,71.55103707,76.59340659,73.37735553,"['cp', 'trestbps', 'chol', 'fbs', 'thalach']"
1828,Decision Tree,75.8045977,86.07264957,58.46153846,67.97370017,"['cp', 'trestbps', 'chol', 'fbs', 'exang']"
1829,Decision Tree,73.09195402,75.21672772,64.12087912,67.95879193,"['cp', 'trestbps', 'chol', 'fbs', 'oldpeak']"
1830,Decision Tree,71.06896552,69.83341985,67.96703297,67.67044909,"['cp', 'trestbps', 'chol', 'fbs', 'slope']"
1831,Decision Tree,73.4137931,79.9992785,63.18681319,66.73573252,"['cp', 'trestbps', 'chol', 'fbs', 'ca']"
1832,Decision Tree,74.7816092,72.54188214,73.9010989,72.76347844,"['cp', 'trestbps', 'chol', 'fbs', 'thal']"
1833,Decision Tree,73.3908046,71.00158652,76.59340659,73.09245525,"['cp', 'trestbps', 'chol', 'restecg', 'thalach']"
1834,Decision Tree,74.77011494,84.64407814,56.92307692,66.35465255,"['cp', 'trestbps', 'chol', 'restecg', 'exang']"
1835,Decision Tree,72.75862069,75.05332902,63.40659341,67.57572742,"['cp', 'trestbps', 'chol', 'restecg', 'oldpeak']"
1836,Decision Tree,71.73563218,71.34624363,68.68131868,68.5169804,"['cp', 'trestbps', 'chol', 'restecg', 'slope']"
1837,Decision Tree,73.08045977,79.30483405,63.18681319,66.53810406,"['cp', 'trestbps', 'chol', 'restecg', 'ca']"
1838,Decision Tree,74.7816092,72.54188214,73.9010989,72.76347844,"['cp', 'trestbps', 'chol', 'restecg', 'thal']"
1839,Decision Tree,71.36781609,75.10961003,64.17582418,67.47145757,"['cp', 'trestbps', 'chol', 'thalach', 'exang']"
1840,Decision Tree,70.37931034,72.00029872,61.20879121,64.73093055,"['cp', 'trestbps', 'chol', 'thalach', 'oldpeak']"
1841,Decision Tree,72.05747126,69.57021397,74.56043956,71.17940725,"['cp', 'trestbps', 'chol', 'thalach', 'slope']"
1842,Decision Tree,79.48275862,85.18584194,69.50549451,75.47687664,"['cp', 'trestbps', 'chol', 'thalach', 'ca']"
1843,Decision Tree,81.18390805,86.60622058,71.64835165,77.67452898,"['cp', 'trestbps', 'chol', 'thalach', 'thal']"
1844,Decision Tree,72.75862069,73.96275946,64.83516484,67.87000391,"['cp', 'trestbps', 'chol', 'exang', 'oldpeak']"
1845,Decision Tree,72.74712644,77.28662677,61.48351648,66.81944348,"['cp', 'trestbps', 'chol', 'exang', 'slope']"
1846,Decision Tree,77.47126437,79.22943723,71.92307692,73.92864279,"['cp', 'trestbps', 'chol', 'exang', 'ca']"
1847,Decision Tree,78.49425287,75.13194043,80.38461538,77.34709097,"['cp', 'trestbps', 'chol', 'exang', 'thal']"
1848,Decision Tree,75.09195402,78.3713623,65.54945055,70.08243477,"['cp', 'trestbps', 'chol', 'oldpeak', 'slope']"
1849,Decision Tree,79.54022989,87.72619048,65.98901099,73.67359538,"['cp', 'trestbps', 'chol', 'oldpeak', 'ca']"
1850,Decision Tree,73.14942529,72.11867626,71.04395604,70.96302044,"['cp', 'trestbps', 'chol', 'oldpeak', 'thal']"
1851,Decision Tree,77.16091954,84.41161616,66.75824176,71.95380985,"['cp', 'trestbps', 'chol', 'slope', 'ca']"
1852,Decision Tree,75.12643678,73.1888422,76.86813187,73.84260185,"['cp', 'trestbps', 'chol', 'slope', 'thal']"
1853,Decision Tree,84.57471264,87.66283716,78.35164835,82.17256817,"['cp', 'trestbps', 'chol', 'ca', 'thal']"
1854,Decision Tree,74.42528736,73.6384204,73.02197802,72.69540864,"['cp', 'trestbps', 'fbs', 'restecg', 'thalach']"
1855,Decision Tree,75.77011494,85.92113442,57.63736264,67.86292323,"['cp', 'trestbps', 'fbs', 'restecg', 'exang']"
1856,Decision Tree,73.7816092,77.20245183,63.46153846,67.90230844,"['cp', 'trestbps', 'fbs', 'restecg', 'oldpeak']"
1857,Decision Tree,73.42528736,75.53368527,65.93406593,68.80414461,"['cp', 'trestbps', 'fbs', 'restecg', 'slope']"
1858,Decision Tree,74.09195402,81.72546898,61.7032967,66.49965937,"['cp', 'trestbps', 'fbs', 'restecg', 'ca']"
1859,Decision Tree,75.49425287,76.53924507,69.56043956,71.97596597,"['cp', 'trestbps', 'fbs', 'restecg', 'thal']"
1860,Decision Tree,72.06896552,78.54003268,60.6043956,66.29638817,"['cp', 'trestbps', 'fbs', 'thalach', 'exang']"
1861,Decision Tree,71.05747126,74.38666236,60.49450549,64.63787288,"['cp', 'trestbps', 'fbs', 'thalach', 'oldpeak']"
1862,Decision Tree,74.08045977,72.96332344,75.93406593,73.37017884,"['cp', 'trestbps', 'fbs', 'thalach', 'slope']"
1863,Decision Tree,79.48275862,85.18584194,69.50549451,75.47687664,"['cp', 'trestbps', 'fbs', 'thalach', 'ca']"
1864,Decision Tree,81.87356322,89.07591755,70.93406593,78.16147536,"['cp', 'trestbps', 'fbs', 'thalach', 'thal']"
1865,Decision Tree,73.77011494,76.38966005,64.83516484,68.26622544,"['cp', 'trestbps', 'fbs', 'exang', 'oldpeak']"
1866,Decision Tree,72.75862069,80.55716832,57.85714286,65.60842815,"['cp', 'trestbps', 'fbs', 'exang', 'slope']"
1867,Decision Tree,78.14942529,81.04617605,70.43956044,74.17011745,"['cp', 'trestbps', 'fbs', 'exang', 'ca']"
1868,Decision Tree,77.49425287,75.67389847,77.47252747,76.04740534,"['cp', 'trestbps', 'fbs', 'exang', 'thal']"
1869,Decision Tree,76.11494253,80.66653934,65.6043956,70.58027027,"['cp', 'trestbps', 'fbs', 'oldpeak', 'slope']"
1870,Decision Tree,79.54022989,87.72619048,65.98901099,73.67359538,"['cp', 'trestbps', 'fbs', 'oldpeak', 'ca']"
1871,Decision Tree,75.50574713,78.03858968,69.61538462,72.21984477,"['cp', 'trestbps', 'fbs', 'oldpeak', 'thal']"
1872,Decision Tree,77.82758621,85.32070707,67.47252747,72.75380985,"['cp', 'trestbps', 'fbs', 'slope', 'ca']"
1873,Decision Tree,76.81609195,76.00770308,76.92307692,75.21459741,"['cp', 'trestbps', 'fbs', 'slope', 'thal']"
1874,Decision Tree,84.91954023,88.43206793,78.35164835,82.54179894,"['cp', 'trestbps', 'fbs', 'ca', 'thal']"
1875,Decision Tree,71.03448276,77.11146125,59.06593407,64.67734055,"['cp', 'trestbps', 'restecg', 'thalach', 'exang']"
1876,Decision Tree,71.05747126,74.38666236,60.49450549,64.63787288,"['cp', 'trestbps', 'restecg', 'thalach', 'oldpeak']"
1877,Decision Tree,74.08045977,72.96332344,75.93406593,73.37017884,"['cp', 'trestbps', 'restecg', 'thalach', 'slope']"
1878,Decision Tree,78.81609195,83.75727051,68.79120879,74.52449569,"['cp', 'trestbps', 'restecg', 'thalach', 'ca']"
1879,Decision Tree,81.87356322,89.07591755,70.93406593,78.16147536,"['cp', 'trestbps', 'restecg', 'thalach', 'thal']"
1880,Decision Tree,73.43678161,76.22626135,64.12087912,67.88316093,"['cp', 'trestbps', 'restecg', 'exang', 'oldpeak']"
1881,Decision Tree,73.05747126,80.47780324,58.46153846,65.80822835,"['cp', 'trestbps', 'restecg', 'exang', 'slope']"
1882,Decision Tree,77.81609195,80.40981241,70.43956044,73.93678411,"['cp', 'trestbps', 'restecg', 'exang', 'ca']"
1883,Decision Tree,77.49425287,75.67389847,77.47252747,76.04740534,"['cp', 'trestbps', 'restecg', 'exang', 'thal']"
1884,Decision Tree,76.11494253,80.66653934,65.6043956,70.58027027,"['cp', 'trestbps', 'restecg', 'oldpeak', 'slope']"
1885,Decision Tree,79.54022989,87.72619048,65.98901099,73.67359538,"['cp', 'trestbps', 'restecg', 'oldpeak', 'ca']"
1886,Decision Tree,75.50574713,78.03858968,69.61538462,72.21984477,"['cp', 'trestbps', 'restecg', 'oldpeak', 'thal']"
1887,Decision Tree,77.82758621,85.32070707,67.47252747,72.75380985,"['cp', 'trestbps', 'restecg', 'slope', 'ca']"
1888,Decision Tree,76.81609195,76.00770308,76.92307692,75.21459741,"['cp', 'trestbps', 'restecg', 'slope', 'thal']"
1889,Decision Tree,84.57471264,87.66283716,78.35164835,82.17256817,"['cp', 'trestbps', 'restecg', 'ca', 'thal']"
1890,Decision Tree,71.05747126,73.88666236,61.20879121,65.01666076,"['cp', 'trestbps', 'thalach', 'exang', 'oldpeak']"
1891,Decision Tree,71.71264368,78.26237162,62.74725275,66.78709526,"['cp', 'trestbps', 'thalach', 'exang', 'slope']"
1892,Decision Tree,78.13793103,83.32181707,68.02197802,73.97719604,"['cp', 'trestbps', 'thalach', 'exang', 'ca']"
1893,Decision Tree,81.20689655,89.07591755,69.50549451,77.18756232,"['cp', 'trestbps', 'thalach', 'exang', 'thal']"
1894,Decision Tree,72.72413793,77.15227909,61.92307692,66.62379771,"['cp', 'trestbps', 'thalach', 'oldpeak', 'slope']"
1895,Decision Tree,76.8045977,83.54652211,65.27472527,71.04369227,"['cp', 'trestbps', 'thalach', 'oldpeak', 'ca']"
1896,Decision Tree,80.54022989,85.71266968,71.64835165,77.33030975,"['cp', 'trestbps', 'thalach', 'oldpeak', 'thal']"
1897,Decision Tree,81.18390805,83.15587191,76.20879121,78.75062865,"['cp', 'trestbps', 'thalach', 'slope', 'ca']"
1898,Decision Tree,81.87356322,89.07591755,70.93406593,78.16147536,"['cp', 'trestbps', 'thalach', 'slope', 'thal']"
1899,Decision Tree,83.24137931,87.72077922,75.43956044,80.41676384,"['cp', 'trestbps', 'thalach', 'ca', 'thal']"
1900,Decision Tree,75.77011494,79.24351792,66.26373626,70.53831866,"['cp', 'trestbps', 'exang', 'oldpeak', 'slope']"
1901,Decision Tree,79.54022989,85.33982684,68.13186813,74.48993267,"['cp', 'trestbps', 'exang', 'oldpeak', 'ca']"
1902,Decision Tree,77.85057471,77.60730283,76.0989011,75.99989716,"['cp', 'trestbps', 'exang', 'oldpeak', 'thal']"
1903,Decision Tree,81.2183908,82.54237429,76.20879121,78.74379324,"['cp', 'trestbps', 'exang', 'slope', 'ca']"
1904,Decision Tree,79.52873563,78.50236167,79.01098901,78.03600475,"['cp', 'trestbps', 'exang', 'slope', 'thal']"
1905,Decision Tree,84.91954023,88.43206793,78.35164835,82.54179894,"['cp', 'trestbps', 'exang', 'ca', 'thal']"
1906,Decision Tree,78.87356322,83.82142857,68.24175824,73.62052668,"['cp', 'trestbps', 'oldpeak', 'slope', 'ca']"
1907,Decision Tree,75.81609195,76.59307686,72.52747253,73.33210911,"['cp', 'trestbps', 'oldpeak', 'slope', 'thal']"
1908,Decision Tree,83.90804598,86.27622378,78.35164835,81.58844119,"['cp', 'trestbps', 'oldpeak', 'ca', 'thal']"
